carrier_code,destination,dep_hour,day_of_week,temp_c,wind_speed_kph,visibility_km,diversion_rate_carrier
DL,PHL,20,1,17.8,147.6,16.1,0.00253293406
DL,JAX,9,5,14.4,75.6,16.0,0.00253293406
DL,PBI,15,2,16.1,111.6,16.0,0.00253293406
WN,DCA,10,5,12.2,54.0,14.5,0.002384997386
DL,LAS,11,4,10.0,129.6,16.1,0.00253293406
DL,OMA,12,3,9.4,75.6,16.0,0.00253293406
DL,BDL,8,1,6.7,241.2,16.1,0.00253293406
WN,MDW,14,5,8.9,205.2,16.1,0.002384997386
DL,MEM,14,3,12.0,147.6,16.1,0.00253293406
DL,IAD,11,4,13.3,129.6,16.1,0.00253293406
F9,SJU,11,4,13.3,111.6,16.1,0.002440836251
OH,CLT,20,2,23.9,129.6,16.1,0.003093580819
DL,OKC,19,2,23.9,129.6,16.1,0.00253293406
DL,Other,16,7,8.3,75.6,16.1,0.00253293406
NK,BOS,8,3,11.1,0.0,16.1,0.001815614282
DL,GSO,15,2,16.1,111.6,16.0,0.00253293406
DL,GSP,13,2,13.9,111.6,16.1,0.00253293406
DL,TPA,7,1,19.0,111.6,9.7,0.00253293406
AA,MIA,7,1,19.0,111.6,9.7,0.00288359019
DL,Other,11,7,15.6,93.6,11.3,0.00253293406
DL,MSY,12,1,5.6,241.2,16.0,0.00253293406
DL,DCA,13,5,16.7,147.6,16.1,0.00253293406
DL,CHS,14,6,19.4,165.6,16.1,0.00253293406
NK,BOS,14,6,19.4,165.6,16.1,0.001815614282
DL,GSP,17,1,15.0,75.6,16.1,0.00253293406
DL,LEX,20,3,25.6,241.2,16.1,0.00253293406
DL,GSP,22,3,9.4,316.8,14.5,0.00253293406
DL,RSW,12,3,9.4,75.6,16.0,0.00253293406
DL,TYS,22,1,12.2,54.0,16.1,0.00253293406
F9,MDW,22,7,23.9,205.2,16.1,0.002440836251
DL,LGA,8,2,6.7,93.6,16.1,0.00253293406
WN,RDU,21,3,25.6,241.2,16.0,0.002384997386
DL,MEM,22,5,18.9,165.6,16.1,0.00253293406
DL,VPS,18,5,15.0,93.6,16.0,0.00253293406
DL,TPA,17,4,20.6,165.6,16.1,0.00253293406
NK,MCO,7,5,4.4,54.0,16.1,0.001815614282
DL,TPA,11,2,5.6,93.6,16.1,0.00253293406
DL,DFW,22,1,17.8,129.6,16.1,0.00253293406
DL,PNS,18,1,17.2,129.6,8.0,0.00253293406
DL,LEX,20,1,17.8,147.6,16.1,0.00253293406
DL,MIA,16,7,8.3,75.6,16.1,0.00253293406
DL,FLL,15,4,6.7,277.2,16.0,0.00253293406
DL,DTW,20,4,22.8,93.6,16.1,0.00253293406
DL,HSV,20,3,23.3,316.8,16.1,0.00253293406
WN,DEN,18,2,22.2,93.6,16.0,0.002384997386
DL,PHX,19,2,25.0,277.2,16.1,0.00253293406
DL,CLT,9,6,12.2,129.6,16.0,0.00253293406
DL,MCI,11,1,7.8,259.2,14.5,0.00253293406
DL,PIT,20,1,16.7,295.2,16.1,0.00253293406
WN,DAL,9,6,8.9,129.6,16.0,0.002384997386
DL,BNA,18,6,24.4,334.8,16.0,0.00253293406
DL,MCO,18,5,15.0,93.6,16.0,0.00253293406
DL,JFK,9,7,10.0,0.0,16.0,0.00253293406
F9,MCO,16,1,13.3,165.6,16.1,0.002440836251
DL,CMH,22,6,21.7,205.2,16.1,0.00253293406
DL,Other,15,3,16.1,183.6,16.0,0.00253293406
DL,BOS,18,2,22.2,93.6,16.0,0.00253293406
DL,Other,19,3,23.9,165.6,16.1,0.00253293406
WN,JAN,14,2,17.8,129.6,16.1,0.002384997386
WN,CMH,7,5,14.4,54.0,12.9,0.002384997386
DL,Other,9,1,6.7,241.2,16.0,0.00253293406
DL,FLL,16,7,8.9,165.6,9.7,0.00253293406
MQ,MIA,19,5,23.3,165.6,16.1,0.003162450066
DL,Other,21,4,21.7,165.6,16.0,0.00253293406
DL,JAN,18,5,15.0,93.6,16.0,0.00253293406
DL,PHX,21,3,23.3,165.6,16.1,0.00253293406
DL,Other,11,6,15.6,111.6,16.1,0.00253293406
DL,Other,16,2,16.7,183.6,16.1,0.00253293406
WN,PHX,7,3,12.8,75.6,16.1,0.002384997386
DL,ORF,22,3,21.7,277.2,16.1,0.00253293406
DL,Other,9,7,3.9,147.6,16.0,0.00253293406
DL,Other,13,4,14.4,93.6,16.1,0.00253293406
DL,LIT,22,3,21.7,277.2,16.1,0.00253293406
DL,PHX,21,1,20.6,147.6,16.0,0.00253293406
DL,PBI,12,1,7.8,147.6,12.0,0.00253293406
WN,MCO,8,2,7.2,111.6,16.1,0.002384997386
DL,MIA,13,2,12.8,75.6,16.1,0.00253293406
DL,RDU,15,4,16.1,147.6,16.0,0.00253293406
DL,BNA,12,1,5.6,241.2,16.0,0.00253293406
DL,DAB,21,1,16.7,295.2,16.0,0.00253293406
NK,DTW,6,4,5.0,334.8,16.0,0.001815614282
DL,MIA,9,6,15.6,147.6,16.0,0.00253293406
DL,BHM,18,2,21.1,147.6,16.0,0.00253293406
DL,BNA,10,4,3.3,316.8,16.1,0.00253293406
DL,LGA,21,2,24.0,129.6,16.0,0.00253293406
DL,LAS,14,1,20.0,129.6,4.8,0.00253293406
F9,JFK,7,2,10.0,93.6,16.1,0.002440836251
DL,LAS,19,6,23.3,350.0,16.1,0.00253293406
F9,LAS,7,7,17.8,165.6,16.1,0.002440836251
DL,MSY,13,2,10.0,165.6,16.1,0.00253293406
OO,Other,10,1,3.3,93.6,16.1,0.003757959073
DL,LIT,11,3,11.1,111.6,16.1,0.00253293406
WN,STL,8,7,13.3,0.0,16.1,0.002384997386
DL,LAS,7,2,6.7,93.6,16.1,0.00253293406
WN,MKE,22,5,18.9,165.6,16.1,0.002384997386
DL,GSO,18,5,15.0,93.6,16.0,0.00253293406
WN,MCI,22,5,17.8,111.6,16.1,0.002384997386
WN,AUS,14,7,17.2,129.6,16.1,0.002384997386
WN,SAT,15,6,19.4,147.6,16.0,0.002384997386
DL,BNA,20,1,17.8,75.6,16.1,0.00253293406
DL,OKC,15,4,13.9,241.2,16.0,0.00253293406
DL,CHS,11,6,15.6,111.6,16.1,0.00253293406
DL,PNS,9,5,13.3,54.0,12.0,0.00253293406
DL,Other,15,7,17.2,129.6,16.0,0.00253293406
DL,RSW,7,7,17.8,205.2,11.3,0.00253293406
DL,SLC,17,7,21.1,129.6,12.9,0.00253293406
DL,Other,9,1,3.3,75.6,16.0,0.00253293406
DL,PBI,12,6,7.2,93.6,16.0,0.00253293406
DL,LAX,15,4,16.1,147.6,16.0,0.00253293406
DL,GSO,15,5,8.9,205.2,16.0,0.00253293406
WN,CMH,10,7,11.7,165.6,16.1,0.002384997386
DL,BHM,13,1,7.2,183.6,9.7,0.00253293406
UA,IAD,5,7,18.9,350.0,3.2,0.002462907126
UA,EWR,6,1,4.4,75.6,16.0,0.002462907126
DL,Other,19,6,22.2,259.2,16.1,0.00253293406
WN,BWI,17,3,21.1,129.6,16.1,0.002384997386
DL,MCO,8,7,10.0,0.0,16.1,0.00253293406
WN,IND,9,7,10.0,0.0,16.0,0.002384997386
DL,DEN,11,7,11.7,165.6,16.1,0.00253293406
UA,IAH,17,1,13.9,295.2,16.1,0.002462907126
DL,BWI,13,3,15.0,75.6,16.1,0.00253293406
WN,CMH,21,3,23.3,165.6,16.1,0.002384997386
DL,Other,19,1,17.8,93.6,16.1,0.00253293406
OH,CLT,10,6,17.2,111.6,16.1,0.003093580819
WN,DAL,8,2,6.7,93.6,16.1,0.002384997386
DL,MIA,7,1,9.4,75.6,16.1,0.00253293406
DL,IAH,7,3,12.8,75.6,16.1,0.00253293406
DL,GSO,15,6,19.4,147.6,16.0,0.00253293406
DL,PNS,13,6,16.7,147.6,16.1,0.00253293406
DL,TPA,18,2,17.2,223.2,16.0,0.00253293406
DL,Other,12,1,7.8,147.6,12.0,0.00253293406
DL,MDW,11,1,4.4,75.6,16.1,0.00253293406
DL,DAL,10,7,16.7,129.6,16.1,0.00253293406
OO,CHA,22,3,21.7,277.2,16.1,0.003757959073
DL,GSP,22,3,25.0,165.6,16.1,0.00253293406
DL,SEA,7,2,6.7,93.6,16.1,0.00253293406
DL,GSP,15,4,6.7,277.2,16.0,0.00253293406
DL,MCI,20,3,23.3,316.8,16.1,0.00253293406
DL,SAN,8,6,8.9,129.6,16.1,0.00253293406
DL,MSP,7,6,8.3,111.6,16.1,0.00253293406
DL,MCO,14,4,6.7,277.2,16.1,0.00253293406
NK,PHL,8,4,3.9,350.0,16.1,0.001815614282
DL,TYS,8,1,8.9,165.6,6.4,0.00253293406
WN,BWI,9,4,12.2,54.0,16.0,0.002384997386
AA,LAX,17,3,21.1,129.6,16.1,0.00288359019
DL,LEX,14,5,11.1,75.6,16.1,0.00253293406
WN,BWI,14,5,11.1,75.6,16.1,0.002384997386
F9,MIA,6,6,10.0,129.6,16.0,0.002440836251
DL,Other,12,1,5.6,241.2,16.0,0.00253293406
DL,HOU,8,7,10.0,0.0,16.1,0.00253293406
DL,PIT,15,4,16.1,147.6,16.0,0.00253293406
DL,DAL,13,3,15.0,75.6,16.1,0.00253293406
DL,Other,8,1,18.9,93.6,9.7,0.00253293406
WN,BNA,22,1,17.8,129.6,16.1,0.002384997386
DL,ORF,10,7,8.9,0.0,16.1,0.00253293406
DL,TYS,12,1,7.8,147.6,12.0,0.00253293406
DL,GSO,19,1,16.7,129.6,16.1,0.00253293406
DL,Other,11,3,8.9,93.6,16.1,0.00253293406
DL,OMA,19,7,9.4,183.6,9.7,0.00253293406
DL,IAH,16,2,16.7,183.6,16.1,0.00253293406
DL,DFW,13,7,17.8,129.6,14.5,0.00253293406
DL,DFW,7,3,12.8,75.6,16.1,0.00253293406
DL,IND,14,4,13.9,241.2,16.1,0.00253293406
DL,EWR,22,1,17.8,129.6,16.1,0.00253293406
DL,MEM,17,1,13.9,295.2,16.1,0.00253293406
DL,TYS,8,1,18.9,93.6,9.7,0.00253293406
DL,MIA,8,6,12.2,129.6,16.1,0.00253293406
DL,PIT,15,3,18.9,129.6,16.0,0.00253293406
DL,AUS,8,2,9.4,75.6,16.1,0.00253293406
WN,BWI,12,5,2.8,129.6,16.0,0.002384997386
UA,EWR,9,7,13.3,0.0,16.0,0.002462907126
OO,CHA,8,2,9.4,75.6,16.1,0.003757959073
NK,DFW,22,7,12.8,129.6,16.1,0.001815614282
AA,DFW,14,2,14.4,111.6,16.1,0.00288359019
UA,IAD,19,4,12.8,295.2,16.1,0.002462907126
DL,SAT,20,3,11.7,334.8,16.1,0.00253293406
DL,IND,9,5,13.3,54.0,12.0,0.00253293406
DL,Other,21,4,10.0,350.0,16.0,0.00253293406
AA,MIA,14,7,17.2,129.6,16.1,0.00288359019
DL,Other,9,3,11.7,129.6,6.0,0.00253293406
DL,Other,9,3,11.1,0.0,16.0,0.00253293406
F9,MCO,22,3,9.4,316.8,14.5,0.002440836251
DL,Other,21,5,19.4,205.2,16.0,0.00253293406
OO,Other,10,3,11.0,129.6,16.1,0.003757959073
DL,IND,22,2,25.0,295.2,16.1,0.00253293406
DL,MSP,12,3,11.1,111.6,16.0,0.00253293406
DL,OMA,19,5,18.9,277.2,16.1,0.00253293406
DL,JFK,12,2,8.9,0.0,16.0,0.00253293406
DL,BNA,8,2,6.1,165.6,16.1,0.00253293406
DL,CLT,22,4,8.3,316.8,16.1,0.00253293406
DL,Other,21,5,23.3,223.2,16.0,0.00253293406
DL,MCI,18,5,16.1,0.0,16.0,0.00253293406
DL,MSP,7,6,12.2,165.6,16.1,0.00253293406
AA,DFW,14,1,16.7,129.6,12.9,0.00288359019
DL,MKE,16,7,19.4,111.6,11.3,0.00253293406
F9,TPA,18,3,23.3,205.2,16.0,0.002440836251
WN,DEN,22,1,12.2,54.0,16.1,0.002384997386
DL,IND,20,2,23.9,111.6,16.1,0.00253293406
DL,MCO,23,7,10.0,111.6,16.1,0.00253293406
DL,TPA,16,7,21.7,316.8,16.1,0.00253293406
YX,DCA,11,2,6.1,183.6,16.1,0.002220371912
DL,SAN,8,5,5.0,93.6,16.1,0.00253293406
DL,Other,9,1,8.9,147.6,12.0,0.00253293406
DL,MCO,18,3,24.4,223.2,16.0,0.00253293406
DL,CLT,13,6,13.3,147.6,16.1,0.00253293406
DL,RDU,19,2,23.9,129.6,16.1,0.00253293406
DL,RSW,10,7,2.8,147.6,16.1,0.00253293406
WN,BWI,11,2,7.8,129.6,16.1,0.002384997386
DL,BWI,13,2,10.0,165.6,16.1,0.00253293406
AA,MIA,7,1,16.7,165.6,16.1,0.00288359019
DL,PHX,11,7,15.6,93.6,11.3,0.00253293406
DL,LAX,14,2,16.1,111.6,16.1,0.00253293406
DL,JAN,13,4,13.3,334.8,16.1,0.00253293406
AA,PHX,8,4,13.3,93.6,16.1,0.00288359019
DL,MEM,19,2,23.9,147.6,16.1,0.00253293406
WN,BNA,7,1,19.0,111.6,9.7,0.002384997386
DL,Other,10,2,8.0,129.6,16.1,0.00253293406
DL,HOU,16,5,13.3,93.6,16.1,0.00253293406
OO,Other,19,2,21.7,241.2,16.1,0.003757959073
DL,LAX,8,1,3.3,75.6,16.1,0.00253293406
DL,EWR,12,7,15.6,93.6,11.0,0.00253293406
DL,CLE,16,7,19.4,111.6,11.3,0.00253293406
DL,LGA,9,5,5.0,93.6,16.0,0.00253293406
DL,OKC,15,4,16.7,93.6,16.0,0.00253293406
DL,DTW,9,7,10.0,0.0,16.0,0.00253293406
DL,MSY,22,7,12.8,129.6,16.1,0.00253293406
WN,MDW,15,4,16.1,147.6,16.0,0.002384997386
DL,Other,9,4,17.8,241.2,16.0,0.00253293406
DL,SAV,22,5,22.2,241.2,16.1,0.00253293406
DL,EWR,22,2,23.3,147.6,16.1,0.00253293406
NK,FLL,11,3,11.1,111.6,16.1,0.001815614282
DL,Other,19,4,22.8,0.0,16.1,0.00253293406
DL,Other,22,7,9.4,223.2,16.1,0.00253293406
DL,Other,21,5,23.3,223.2,16.0,0.00253293406
DL,MDW,8,2,6.1,165.6,16.1,0.00253293406
DL,SFO,21,2,26.1,334.8,16.0,0.00253293406
DL,Other,9,7,17.8,165.6,12.0,0.00253293406
DL,LAS,21,3,23.3,316.8,16.0,0.00253293406
DL,MDW,11,7,8.3,0.0,16.1,0.00253293406
DL,FLL,8,7,3.9,147.6,16.1,0.00253293406
OO,CHA,12,4,13.3,111.6,16.0,0.003757959073
DL,BWI,13,3,16.1,93.6,16.1,0.00253293406
WN,LAS,20,2,26.1,334.8,16.1,0.002384997386
DL,EWR,20,7,8.9,205.2,12.9,0.00253293406
WN,BNA,12,6,9.4,147.6,16.0,0.002384997386
DL,PNS,13,5,14.4,93.6,14.5,0.00253293406
DL,Other,21,4,21.7,165.6,16.0,0.00253293406
DL,GSO,22,6,24.4,205.2,16.1,0.00253293406
AA,DFW,7,4,12.8,93.6,14.5,0.00288359019
DL,Other,15,2,17.8,129.6,16.0,0.00253293406
WN,PHX,6,1,19.4,111.6,11.0,0.002384997386
DL,CAE,20,1,16.7,295.2,16.1,0.00253293406
AS,SEA,8,5,13.3,54.0,12.9,0.002430647291
YX,ORD,6,1,9.4,147.6,16.1,0.002220371912
DL,Other,12,3,10.0,165.6,16.0,0.00253293406
DL,JAX,15,5,8.9,205.2,16.0,0.00253293406
DL,Other,9,3,11.7,129.6,6.0,0.00253293406
WN,MCI,8,3,11.1,0.0,16.1,0.002384997386
DL,RSW,10,2,6.1,93.6,16.1,0.00253293406
DL,LGA,13,2,12.2,111.6,16.1,0.00253293406
DL,Other,21,3,25.6,241.2,16.0,0.00253293406
WN,MCO,12,3,8.9,93.6,16.0,0.002384997386
DL,CAE,15,3,11.7,165.6,16.0,0.00253293406
WN,STL,21,4,13.3,295.2,16.0,0.002384997386
DL,Other,10,3,12.2,129.6,16.1,0.00253293406
DL,HSV,8,7,17.8,93.6,12.9,0.00253293406
DL,DCA,16,5,21.1,147.6,16.1,0.00253293406
DL,JAX,7,2,10.0,93.6,16.1,0.00253293406
DL,OMA,22,2,22.8,129.6,16.1,0.00253293406
OO,Other,12,7,8.3,0.0,16.0,0.003757959073
DL,SFO,14,5,18.9,129.6,16.1,0.00253293406
AA,DFW,12,2,8.9,0.0,16.0,0.00288359019
F9,LGA,12,7,2.2,165.6,16.0,0.002440836251
DL,MEM,19,4,21.7,147.6,16.1,0.00253293406
F9,MCO,22,5,18.9,165.6,16.1,0.002440836251
OO,Other,8,1,3.3,75.6,16.1,0.003757959073
DL,AUS,22,5,22.2,241.2,16.1,0.00253293406
WN,BWI,12,4,13.3,111.6,16.0,0.002384997386
DL,GSO,12,2,8.9,0.0,16.0,0.00253293406
DL,Other,15,2,14.4,111.6,16.0,0.00253293406
DL,ORF,22,4,22.8,75.6,16.1,0.00253293406
DL,OMA,22,1,16.7,129.6,16.1,0.00253293406
DL,OMA,8,6,12.2,129.6,16.1,0.00253293406
DL,BWI,22,5,25.6,165.6,16.1,0.00253293406
DL,Other,17,4,11.1,334.8,16.1,0.00253293406
DL,DAL,15,6,19.4,147.6,16.0,0.00253293406
DL,LEX,14,6,19.4,165.6,16.1,0.00253293406
DL,DTW,10,5,12.2,54.0,14.5,0.00253293406
DL,CMH,10,6,14.4,147.6,16.1,0.00253293406
DL,PBI,8,6,15.6,147.6,16.1,0.00253293406
WN,DCA,9,6,8.9,129.6,16.0,0.002384997386
NK,MCO,21,6,22.2,259.2,16.0,0.001815614282
DL,Other,12,7,2.2,165.6,16.0,0.00253293406
WN,STL,13,5,16.7,147.6,16.1,0.002384997386
DL,Other,17,1,8.9,223.2,14.5,0.00253293406
DL,Other,9,5,14.4,75.6,16.0,0.00253293406
DL,Other,21,5,19.4,205.2,16.0,0.00253293406
B6,JFK,18,1,13.9,295.2,16.0,0.004975591438
DL,LIT,15,5,18.3,75.6,16.0,0.00253293406
DL,AUS,21,4,22.8,93.6,16.1,0.00253293406
DL,LIT,22,1,12.2,54.0,16.1,0.00253293406
DL,MSP,15,5,18.3,75.6,16.0,0.00253293406
DL,HSV,22,1,12.2,54.0,16.1,0.00253293406
DL,RSW,10,6,14.4,147.6,16.1,0.00253293406
DL,CVG,22,7,22.8,165.6,16.1,0.00253293406
DL,CAE,22,5,17.8,111.6,16.1,0.00253293406
DL,Other,11,5,2.8,129.6,16.1,0.00253293406
DL,FLL,17,6,21.7,295.2,16.1,0.00253293406
DL,MCO,8,6,15.6,147.6,16.1,0.00253293406
DL,SRQ,15,3,17.8,129.6,16.0,0.00253293406
DL,MCO,18,2,22.2,93.6,16.0,0.00253293406
DL,LAX,14,5,11.1,75.6,16.1,0.00253293406
DL,VPS,16,7,8.9,165.6,9.7,0.00253293406
DL,ORF,22,4,11.7,259.2,16.1,0.00253293406
DL,Other,11,2,5.6,93.6,16.1,0.00253293406
DL,JAN,13,2,12.2,111.6,16.1,0.00253293406
WN,DAL,9,1,8.9,147.6,12.0,0.002384997386
B6,JFK,6,4,17.8,223.2,16.0,0.004975591438
DL,BWI,7,6,12.2,165.6,16.1,0.00253293406
DL,Other,19,3,12.8,295.2,16.1,0.00253293406
DL,JAX,20,3,24.4,165.6,16.1,0.00253293406
DL,MIA,13,2,13.9,111.6,16.1,0.00253293406
AA,DFW,14,5,8.9,205.2,16.1,0.00288359019
DL,BDL,11,3,8.9,93.6,16.1,0.00253293406
DL,Other,9,4,17.8,241.2,16.0,0.00253293406
DL,LAS,18,6,22.8,277.2,16.0,0.00253293406
DL,SLC,17,4,20.6,165.6,16.1,0.00253293406
DL,CMH,11,4,2.8,295.2,16.1,0.00253293406
DL,EWR,18,2,22.2,93.6,16.0,0.00253293406
NK,EWR,12,7,15.6,93.6,11.0,0.001815614282
WN,OMA,22,5,18.9,165.6,16.1,0.002384997386
DL,MSP,17,3,21.1,129.6,16.1,0.00253293406
DL,MCO,12,7,8.3,0.0,16.0,0.00253293406
NK,FLL,19,7,9.4,183.6,9.7,0.001815614282
UA,EWR,9,4,3.9,350.0,16.0,0.002462907126
OO,Other,9,3,11.7,129.6,6.0,0.003757959073
DL,MSY,12,1,18.9,93.6,1.6,0.00253293406
DL,PNS,8,3,12.2,93.6,16.1,0.00253293406
DL,DEN,8,6,8.9,129.6,16.1,0.00253293406
DL,Other,10,2,6.1,93.6,16.1,0.00253293406
F9,DTW,13,2,12.8,75.6,16.1,0.002440836251
DL,PIT,17,5,16.1,0.0,16.1,0.00253293406
DL,MEM,9,5,14.4,75.6,16.0,0.00253293406
DL,MCI,22,6,22.2,165.6,16.1,0.00253293406
DL,DCA,21,7,21.7,183.6,16.0,0.00253293406
DL,JAN,11,2,7.8,129.6,16.1,0.00253293406
DL,Other,22,7,21.1,223.2,16.1,0.00253293406
UA,SFO,7,3,13.9,93.6,16.1,0.002462907126
DL,JAX,22,7,23.9,205.2,16.1,0.00253293406
WN,PIT,15,6,19.4,165.6,16.0,0.002384997386
DL,JAX,18,4,20.6,165.6,16.0,0.00253293406
DL,PNS,20,7,25.0,241.2,16.1,0.00253293406
DL,IND,22,7,22.8,165.6,16.1,0.00253293406
DL,MSP,12,2,5.6,93.6,16.0,0.00253293406
DL,IAD,8,6,8.9,129.6,16.1,0.00253293406
DL,JFK,12,1,18.9,93.6,1.6,0.00253293406
DL,Other,19,6,23.3,350.0,16.1,0.00253293406
NK,FLL,10,5,3.9,111.6,16.1,0.001815614282
DL,TPA,15,6,19.4,165.6,16.0,0.00253293406
DL,Other,12,3,9.4,75.6,16.0,0.00253293406
DL,PHL,16,1,8.3,165.6,12.9,0.00253293406
WN,MCO,7,4,17.8,223.2,16.1,0.002384997386
DL,GSO,10,3,12.2,129.6,16.1,0.00253293406
DL,LGA,11,3,9.4,75.6,16.1,0.00253293406
DL,ORF,13,3,16.1,93.6,16.1,0.00253293406
DL,TPA,9,7,13.3,0.0,16.0,0.00253293406
DL,JAX,13,1,15.0,183.6,11.3,0.00253293406
DL,MSY,8,4,12.2,54.0,16.1,0.00253293406
DL,PIT,15,1,16.7,129.6,12.0,0.00253293406
DL,SAT,20,7,13.3,111.6,16.1,0.00253293406
DL,SAT,13,1,7.2,183.6,9.7,0.00253293406
DL,Other,11,5,3.9,93.6,16.1,0.00253293406
DL,LGA,9,3,12.2,75.6,16.0,0.00253293406
DL,GSO,12,7,11.7,165.6,16.0,0.00253293406
DL,FLL,19,7,22.2,295.2,16.1,0.00253293406
DL,OKC,13,6,17.8,165.6,16.1,0.00253293406
NK,BWI,22,3,21.7,277.2,16.1,0.001815614282
DL,IAD,17,1,8.9,223.2,14.5,0.00253293406
WN,STL,8,5,14.4,75.6,16.1,0.002384997386
DL,DCA,18,2,17.2,223.2,16.0,0.00253293406
WN,DCA,7,7,17.8,165.6,16.1,0.002384997386
DL,Other,19,1,11.1,183.6,16.1,0.00253293406
DL,LAX,12,5,11.7,54.0,16.0,0.00253293406
DL,SJU,10,3,10.0,54.0,16.1,0.00253293406
DL,BNA,10,5,13.9,75.6,16.1,0.00253293406
DL,RDU,22,5,22.2,241.2,16.1,0.00253293406
DL,BNA,10,2,6.1,147.6,16.1,0.00253293406
OO,Other,10,2,6.1,147.6,16.1,0.003757959073
DL,Other,8,6,12.2,129.6,16.1,0.00253293406
DL,LAX,7,3,15.6,277.2,8.0,0.00253293406
DL,LGA,21,4,10.0,350.0,16.0,0.00253293406
DL,Other,19,5,26.7,111.6,16.1,0.00253293406
NK,DTW,6,6,10.0,129.6,16.0,0.001815614282
WN,MDW,6,3,15.0,111.6,16.0,0.002384997386
DL,PBI,11,7,16.1,93.6,16.1,0.00253293406
DL,JAX,16,7,21.1,183.6,16.1,0.00253293406
OH,CLT,13,4,13.9,129.6,16.1,0.003093580819
DL,SFO,8,4,12.2,54.0,16.1,0.00253293406
WN,BWI,8,1,3.3,75.6,16.1,0.002384997386
DL,Other,11,6,7.2,93.6,16.1,0.00253293406
WN,CMH,7,1,7.2,259.2,16.1,0.002384997386
DL,Other,19,6,23.9,241.2,16.1,0.00253293406
DL,RDU,14,5,18.9,129.6,16.1,0.00253293406
DL,SJU,16,7,21.1,183.6,16.1,0.00253293406
DL,TPA,13,2,12.8,75.6,16.1,0.00253293406
DL,MSY,10,6,7.2,93.6,16.1,0.00253293406
DL,DTW,9,7,13.3,0.0,16.0,0.00253293406
DL,ORF,13,4,13.9,129.6,16.1,0.00253293406
DL,PNS,13,7,15.0,111.6,16.1,0.00253293406
DL,PHL,22,2,25.0,295.2,16.1,0.00253293406
UA,IAD,5,7,12.2,93.6,16.1,0.002462907126
F9,MDW,20,6,25.0,334.8,16.1,0.002440836251
DL,MIA,20,7,8.9,205.2,12.9,0.00253293406
DL,SAV,10,7,16.7,129.6,16.1,0.00253293406
WN,JAX,20,4,22.8,93.6,16.1,0.002384997386
DL,ECP,12,4,13.3,129.6,16.0,0.00253293406
OO,Other,12,7,2.2,165.6,16.0,0.003757959073
F9,ORD,15,1,16.7,129.6,12.0,0.002440836251
DL,BWI,22,7,21.1,223.2,16.1,0.00253293406
OO,Other,16,1,8.3,165.6,12.9,0.003757959073
F9,MCO,16,1,11.7,316.8,16.1,0.002440836251
UA,DEN,16,4,20.6,205.2,14.5,0.002462907126
DL,RIC,15,5,8.9,205.2,16.0,0.00253293406
DL,SAN,19,2,23.9,129.6,16.1,0.00253293406
DL,PBI,19,3,25.0,241.2,16.1,0.00253293406
AA,MIA,14,2,17.8,129.6,16.1,0.00288359019
DL,TPA,12,2,8.3,183.6,16.0,0.00253293406
UA,EWR,15,3,17.8,129.6,16.0,0.002462907126
DL,LAS,13,2,12.8,75.6,16.1,0.00253293406
DL,DFW,11,4,13.3,111.6,16.1,0.00253293406
DL,PNS,16,1,13.3,165.6,16.1,0.00253293406
DL,DFW,19,6,23.3,350.0,16.1,0.00253293406
DL,DTW,7,3,11.1,0.0,16.1,0.00253293406
DL,SFO,15,3,11.7,165.6,16.0,0.00253293406
DL,ORF,13,6,12.2,259.2,16.1,0.00253293406
DL,RDU,15,7,10.6,129.6,9.0,0.00253293406
DL,AUS,9,3,11.1,0.0,16.0,0.00253293406
DL,Other,9,6,17.8,129.6,16.0,0.00253293406
DL,Other,10,6,10.0,147.6,16.1,0.00253293406
UA,DEN,16,6,21.1,111.6,16.1,0.002462907126
DL,Other,9,3,12.2,75.6,16.0,0.00253293406
NK,EWR,20,5,23.3,223.2,16.1,0.001815614282
DL,EWR,16,5,13.3,93.6,16.1,0.00253293406
AS,Other,17,7,21.1,129.6,12.9,0.002430647291
DL,DAL,8,7,17.8,93.6,12.9,0.00253293406
WN,DAL,6,1,19.4,111.6,11.0,0.002384997386
DL,PIT,9,6,8.9,129.6,16.0,0.00253293406
WN,CLE,9,5,5.0,93.6,16.0,0.002384997386
DL,Other,21,7,8.9,205.2,12.0,0.00253293406
MQ,DCA,5,3,15.0,111.6,16.1,0.003162450066
WN,DAL,15,2,17.8,129.6,16.0,0.002384997386
DL,MCO,20,6,23.3,241.2,16.1,0.00253293406
DL,TPA,16,4,9.4,316.8,16.1,0.00253293406
F9,PHX,13,3,11.1,205.2,16.1,0.002440836251
DL,Other,17,5,25.0,111.6,16.1,0.00253293406
WN,GSP,10,1,14.4,75.6,9.7,0.002384997386
WN,HOU,9,1,3.3,75.6,16.0,0.002384997386
DL,MIA,13,7,3.3,183.6,16.1,0.00253293406
DL,Other,14,1,16.7,129.6,12.9,0.00253293406
DL,GSP,8,1,6.7,241.2,16.1,0.00253293406
DL,Other,14,7,3.9,111.6,16.1,0.00253293406
DL,DFW,20,5,26.7,111.6,16.1,0.00253293406
OH,DCA,20,1,17.8,147.6,16.1,0.003093580819
DL,FLL,14,4,6.7,277.2,16.1,0.00253293406
DL,CLE,18,1,13.9,295.2,16.0,0.00253293406
OO,Other,10,1,14.4,75.6,9.7,0.003757959073
DL,SJU,10,7,11.7,165.6,16.1,0.00253293406
